Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
35.97,Male,59.86,1.75,177.85,128.18,58.04,0.98,1185.8,HIIT,23.54055576,2.27,3.01,1,19.55,1.99,0,263.24,104.79,70.17,1605,Place Stew,Lunch,Low-Carb,44.15,937.21,197.68,254.77,Steamed,41.46,18.3,3.82,0,Jumping Jacks,3.98,15.08,Targets lower abs,337.31,"Lower Abs, Hip Flexors","Bench, Barbell",Advanced,Chest,Anterior,Preacher curls
49.91,Male,73.9,1.55,183.59,144.73,73.85,0.89,883.5,Strength,33.43074877,2.09,3.03,1.03,30.76,2,1.02,190.79,77.35,51.13,2242,Floor Salad,Lunch,Balanced,4.25,1882.58,238.57,483.44,Boiled,51.88,52.98,3.81,-0.01,Jumping Jacks,4.02,22.94,Builds unilateral leg strength and balance,344.77,"Core, Shoulders, Hips",Cable Machine,Beginner,Abs,Wrist Flexors,Plate pinch
54.94,Male,49.36,1.76,194.23,161.38,73.2,1.28,1268.35,Strength,24.5744778,2.01,1.97,1.01,15.93,3.01,0.01,196.13,79.38,52.6,1264,Keep Sandwich,Dinner,Vegan,6.16,2137.71,182.89,389.75,Raw,6.79,98.69,3.12,0,Superman,3.99,19.07,Builds lower body power,365.61,"Core, Obliques",Parallel Bars or Chair,Intermediate,Chest,Upper,Incline dumbbell flyes
54.21,Male,85.78,1.93,171.21,162.84,51.07,1.73,2024.1,Strength,22.71968622,3.5,5.02,3,23.03,1.99,1,262.47,104.27,69.17,2589,Structure Pasta,Dinner,Vegan,16.15,1064.74,35.07,456.88,Roasted,4.92,95.18,2.36,0,Tricep Extensions,4.98,14.97,Strengthens back and improves posture,349.38,"Lower Abs, Hip Flexors",Kettlebell,Intermediate,Back,Wrist Flexors,Face pulls
37.31,Male,123.75,1.76,167.97,157.63,49.92,1.5,989.1,Yoga,35,2.8,2,1,39.95,3,0.02,219.07,88.47,59.41,3059,Involve Rice,Lunch,Vegetarian,3.41,401.55,111.62,369.09,Boiled,33.47,118.08,4.6,0,Burpees,3,9.85,Activates and strengthens glutes,280.53,"Rear Deltoids, Upper Back",Low Bar or TRX,Beginner,Forearms,Quads,Wrist curl
50.22,Male,70.53,1.55,159.76,143.52,57.91,0.73,642.4,Cardio,32.45211154,2.7,2.02,1,29.36,3.98,0,296.52,118.49,78.1,1858,Section Sandwich,Breakfast,Vegan,40.78,905.08,77.45,199.51,Steamed,54.58,79.59,3.89,0,Wall Angels,4.99,24.02,Strengthens back and improves posture,341.26,"Legs, Core",Cable Machine,Advanced,Forearms,Quads,Incline dumbbell flyes
38.1,Female,49.3,1.51,179.16,145.22,65.02,1.26,1107.79,Cardio,23.32727738,2.5,2.99,1,21.62,2,0.01,207.48,82.3,55.27,1245,Build Sandwich,Snack,Paleo,1.17,2195.44,219.83,298.48,Grilled,31.96,82.28,1.8,1,Pistol Squats,3.99,17.11,Builds explosive upper body power,350.69,"Core, Obliques","Bench, Barbell",Advanced,Forearms,Posterior,Face pulls
39.09,Male,54.73,1.59,192.4,136.52,72.15,1.45,1915.6,HIIT,27.09657761,1.58,3,2.01,21.65,2.99,0.01,229.51,92.62,61.42,1542,Kid Pasta,Breakfast,Vegan,22.12,690.97,19.48,156.5,Raw,15.47,24.25,2.38,0,Kettlebell Swings,4.99,21.01,Improves lower back strength,354.97,"Shoulders, Upper Back",Resistance Band,Advanced,Legs,Quads,Hanging leg raises
38.06,Female,50.01,1.51,179.2,144.9,64.93,1.26,830.09,Yoga,26.59221446,2.52,3.02,1,21.93,2.01,-0.01,206.69,82.83,55.02,1368,The Curry,Snack,Vegetarian,1.58,2249.76,218.51,298.29,Baked,31.84,83.14,1.82,1.01,Resistance Band Pull-Aparts,3.99,16.92,Strengthens triceps and chest,350.21,Quadriceps,Pull-up Bar,Advanced,Abs,Wrist Flexors,Chest flyes
44.74,Female,78.18,1.97,166.08,166.93,61.69,1.29,1135.2,Cardio,21.59031378,2.21,3.01,1,20.14,4.01,-0.02,224.51,87.65,58.51,2015,Teach Soup,Snack,Keto,16.94,1935.61,122.01,116.72,Steamed,8.78,63.49,3.29,-0.01,Bench Press,4.02,20.93,Improves flexibility,354.94,"Rear Deltoids, Upper Back",Dumbbells,Beginner,Shoulders,Anterior,Lateral raises
28.91,Male,69.51,1.72,171.12,168.11,62.12,1.08,1427.98,HIIT,26.20150456,1.69,3.97,2.02,23.5,1.98,0.01,232.82,94.27,62.62,1943,Size Sandwich,Breakfast,Vegetarian,8.33,1841.93,35.27,454.22,Fried,19.69,20.26,1.75,0.01,Deadlift,5,14.94,Improves balance and coordination,345.56,"Triceps, Chest",Step or Box,Beginner,Legs,Wrist Extensors,Wrist extension
28.6,Female,71.97,1.67,192.3,140.09,62.97,1.46,1576.8,Strength,25.81505077,1.51,3.99,2,25.81,2,0.99,231.05,92.5,62.28,2099,Chair Sandwich,Snack,Vegetarian,33.59,677.37,108.09,306.44,Roasted,38.79,9.16,4.98,0,Tricep Extensions,4.01,24.96,Improves posture and strengthens upper back,354.36,Triceps,Dumbbells,Advanced,Shoulders,Upper,Skull crushers
40.31,Female,55.77,1.79,198.06,153.21,56.92,1.79,2094.3,Strength,21.66982215,2.7,5,3,17.41,2.98,-0.01,220.39,88.06,58.93,1559,Watch Salad,Snack,Vegetarian,28.91,252.37,251.58,176.57,Baked,59.06,79.97,2.61,0.01,Leg Raises,4.02,17.84,Strengthens shoulders,334.04,"Biceps, Forearms",Barbell,Beginner,Chest,Lateral,Bent-over rows
42.18,Male,65.14,1.71,172.76,169.02,61.84,1.42,1022.4,Yoga,25.28306561,1.79,2.98,2,22.28,2.02,-0.02,299.65,119.02,80.03,1726,Buy Soup,Breakfast,Keto,31.63,1135.66,37.63,210.91,Baked,55.16,49.34,4.76,0.01,Bench Press,3.01,9.95,Strengthens triceps and chest,270.76,"Core, Lower Back",Box or Platform,Advanced,Abs,Triceps,Barbell squats
19.71,Female,111.47,1.93,169.87,155.76,50.17,1.02,734.4,Yoga,29.86024694,3.31,3.99,2,29.93,3,-0.01,221.43,87.53,58.54,2873,Attention Wrap,Dinner,Paleo,26.16,767.53,291.87,370.72,Baked,20.18,27.26,2.81,-0.01,Calf Raises,4,15.01,Strengthens core and improves mobility,337.57,"Quadriceps, Glutes",Dumbbells or Barbell,Intermediate,Forearms,Wrist Extensors,Seated calf raises
40.29,Female,52.25,1.66,197.88,120.13,70.9,1.26,906.44,Yoga,22.04113691,1.7,2.98,1.99,18.96,3,3,307.31,123.82,81.87,1607,Wall Salad,Breakfast,Balanced,1.1,1594.99,7.28,224.28,Raw,33.06,29.4,3,-0.01,Windshield Wipers,4.01,17.13,Builds back strength,342.14,"Core, Lower Back",Bench or Step,Intermediate,Abs,Wrist Flexors,Face pulls
22.09,Male,48.1,1.76,165.07,166.89,66.07,1.37,1808.4,HIIT,19.23412318,2.2,4.04,2,15.53,2.99,-0.01,311.09,123.95,82.89,1369,Seven Curry,Dinner,Vegetarian,43.19,246.3,107.4,302.43,Grilled,20.38,78.37,2.77,-0.01,Deadlift,4.01,21.02,Improves posture and strengthens upper back,328.67,"Lower Abs, Hip Flexors",Resistance Band or Cable Machine,Beginner,Abs,Posterior,Preacher curls
41.77,Female,56.58,1.53,191.63,148.93,73.98,1.07,1299.41,HIIT,22.31653224,1.89,3,1.04,24.17,1.99,0.02,284.92,113.56,76,1436,Full Rice,Dinner,Keto,36.84,1209.42,6.49,463.64,Grilled,24.25,84.98,4.1,0,Dragon Flags,5,17.04,Builds calf muscles,348.38,Lower Abs,None or Dumbbells,Advanced,Shoulders,Lats,Pull-ups
49.23,Female,46.4,1.74,163.91,155.7,73.16,1.24,1191.39,Cardio,19.86517231,2.09,2.97,2.01,15.33,4,0.02,222.48,89.14,58.94,1237,Sure Sandwich,Breakfast,Keto,8.46,145.27,219.21,371.06,Roasted,32.68,78.4,4.84,0,Dips,4,21.92,Strengthens triceps and chest,330.75,"Core, Shoulders, Hips",Dumbbells,Beginner,Arms,Upper,Lateral raises
43.15,Male,113.36,1.83,161.14,134,62.83,1.45,1044,Yoga,33.36143402,2.89,3.99,2,33.85,2.99,0.03,286.22,114.31,76.94,3079,Heavy Salad,Breakfast,Low-Carb,25.58,2320.04,291.08,122.41,Boiled,22.83,105.14,1.22,0,Dragon Flags,2.98,9.95,Strengthens lower abs,155.6,"Legs, Shoulders, Core",None or Dumbbells,Intermediate,Back,Grip Strength,Leg raises
39.63,Female,69.51,1.51,189.04,141.33,64.01,1.27,915.16,Yoga,33.97081585,1.92,3.03,2.01,30.49,3.98,-0.01,245.57,98,65.19,2057,Read Stew,Lunch,Vegan,39.77,255.22,63.44,143.26,Fried,17.72,20.99,1.62,0,Incline Push-ups,3,12.03,Builds lower body power and endurance,180.35,"Upper Back, Rear Deltoids",Cable Machine,Intermediate,Legs,Anterior,Russian twists
24.11,Male,51.37,1.67,178.42,132.74,71.92,0.97,640.78,Yoga,23.55540334,2.78,3.03,1.01,18.42,1.99,0.96,301.9,121.94,80.48,1473,Newspaper Soup,Breakfast,Keto,12.59,335.15,112.51,312.25,Steamed,38.71,114.56,4.46,0,Dragon Flags,4.99,18.9,Builds explosive upper body power,345.04,"Core, Shoulders, Legs",Bench or Step,Intermediate,Legs,Wrist Flexors,Seated calf raises
55.71,Male,88.76,1.85,161.08,144.22,58.93,1.57,1630.29,Cardio,30.06717147,3.51,4.02,2.98,25.93,2.03,0.02,223.45,89.64,59.3,2461,Support Stew,Snack,Vegan,42.4,138.1,50.78,401.45,Grilled,21.88,12.49,1.12,0,Russian Twists,5.01,19.87,Strengthens lower abs,358.98,"Upper Chest, Triceps",Resistance Band,Intermediate,Arms,Wrist Extensors,Towel pull-up
27.87,Female,76.46,1.63,160.95,162.29,70.04,1.16,835.9,Yoga,29.65182851,2.31,3.02,2.01,28.78,2.02,-0.04,177.83,71.31,47.9,2143,Become Salad,Snack,Vegetarian,7.21,2510.25,73.79,142.81,Roasted,7.94,7.46,2.6,0,Deadlifts,4.99,18.99,Builds explosive upper body power,368.52,Calves,Resistance Band or Cable Machine,Advanced,Chest,Anterior,Concentration curls
33.04,Female,116.75,1.61,165.97,129.81,54.8,1.03,1360.73,HIIT,35,2.41,2.99,2.01,45.04,3.01,-0.01,234.65,94.47,62.53,2973,Mention Sandwich,Dinner,Keto,19.83,695.57,65.84,426.19,Boiled,9.78,16.18,4.32,0.99,Flutter Kicks,4.98,16.03,Isolates and strengthens triceps,377.9,"Chest, Triceps",Dumbbells or Barbell,Intermediate,Abs,Quads,Leg raises
31.18,Female,86.99,1.76,171.9,150.65,65.96,1.3,936,Yoga,30.74327125,3.3,2.99,2,28.08,1.98,2.98,280.11,112.62,75.01,2356,Form Pasta,Breakfast,Paleo,19.96,1479.49,228.25,198.96,Roasted,32.37,32.42,1,1,Bulgarian Split Squats,4.01,18.99,Isolates and strengthens triceps,362,Calves,Low Bar or TRX,Advanced,Abs,Upper,Plate pinch
27.28,Female,108.41,1.8,174.23,122.12,70.11,1.4,1849.54,HIIT,35,2.5,3.95,2.01,33.46,1.99,1.04,247.7,97.47,65.18,2936,Wrong Salad,Dinner,Vegetarian,16.54,2100.33,83.86,101.8,Steamed,50.18,111.26,3.81,0,Dead Bugs,4,24.06,Strengthens lower body,372.28,Shoulders,Bench or Sturdy Surface,Advanced,Shoulders,Posterior,Hanging leg raises
30.07,Male,51.43,1.74,174.24,150.23,64.07,1.08,1035.94,Cardio,21.74617366,2,3.01,1.99,16.99,2.99,0,235.62,95.39,62.99,1263,Film Wrap,Dinner,Keto,8.1,2262.74,40.11,493.86,Raw,36.54,103.79,1.71,0,Lateral Raises,5.01,16.14,Enhances full-body coordination and stability,332.82,Lower Abs,None or Dumbbells,Advanced,Arms,Lateral,Bicep Curls
50.96,Male,44.72,1.63,198.03,137.01,69.07,1.07,1156.56,Strength,18.76376016,2.11,4,2.01,16.83,3.99,0.98,208.75,83.79,55.21,1278,Plant Curry,Lunch,Balanced,49.64,2343.92,231.62,465.82,Baked,28.22,55.36,2.13,0,Bulgarian Split Squats,4.99,18.02,Strengthens core and improves mobility,341.51,"Upper Back, Rear Deltoids",Bench or Sturdy Surface,Beginner,Back,Wrist Flexors,Chest flyes
49.59,Female,87.07,1.6,182.09,122.12,66.95,0.77,507.74,Yoga,33.23872358,3.09,2.01,1,34.01,2.02,3.04,383.12,153.41,102.39,2503,Away Curry,Snack,Vegetarian,19.59,819.77,121.68,240.12,Baked,48.4,111.22,1.25,0,Burpees,5,23.03,Improves hip power and cardiovascular fitness,373.37,"Quadriceps, Hamstrings, Glutes",None or Dumbbell,Advanced,Abs,Lats,Close-grip bench press
46.42,Female,62.7,1.54,197.09,124.88,72.93,1.61,1255.8,Yoga,28.36450031,2.71,4,3,26.44,1.99,0.01,234.04,93.9,62.63,1597,Reach Curry,Lunch,Vegetarian,45.97,219.71,76.82,399.26,Steamed,12.2,88.6,1.5,0,Deadlifts,4.99,17.11,Improves core stability and balance,336,"Obliques, Core",Wall,Intermediate,Legs,Anterior,Donkey kicks
24.9,Male,120.16,1.83,178.93,120.23,50.93,1.06,1017.6,Cardio,32.13504816,2.49,2.98,2,35.88,3.01,0,222.15,88.32,58.79,3056,Third Pasta,Breakfast,Vegetarian,7.92,1432.91,296.35,352.48,Raw,56.58,26.5,4.49,1,Kettlebell Swings,4.99,20.06,Builds unilateral leg strength,345.12,"Core, Obliques",None or Dumbbell,Intermediate,Back,Anterior,Hyperextensions
49.98,Male,89.68,1.7,167.99,124,74.07,0.81,534.11,Yoga,30.37475251,2.7,2.01,1,31.03,4,2.99,303.93,121.99,80.84,2456,Serious Rice,Breakfast,Vegan,40.68,1578.93,58.32,101.87,Steamed,7.16,14.4,3,0,Plank,4.01,22.93,Improves posture and back strength,335.74,"Lower Abs, Hip Flexors",Cable Machine,Intermediate,Forearms,Middle,Hanging leg raises
48.84,Female,83.85,1.87,182.78,157.83,53.3,1.28,1691.01,HIIT,21.60454406,2.29,4.02,2.01,23.98,4.02,0.02,303.2,121.89,81.42,2201,Place Soup,Dinner,Low-Carb,16.49,450.93,41.1,498.94,Boiled,43.93,116.28,3.76,1,Flutter Kicks,5.02,22.06,Improves unilateral leg strength and balance,367.48,"Upper Chest, Triceps",Step or Box,Beginner,Forearms,Lateral,Romanian deadlifts
50.14,Male,55.15,1.55,175.3,122.01,65.05,1.84,1912.13,Cardio,26.19670112,2.69,4.02,2.99,22.96,2.99,0.03,229.85,91.41,61.54,1536,Show Wrap,Breakfast,Paleo,25,747.76,233.8,139.74,Fried,17.46,63.84,4.36,0,Leg Raises,4,22.93,Isolates and strengthens triceps,330.92,"Legs, Shoulders, Core",Resistance Band or Cable Machine,Beginner,Abs,Lower,Romanian deadlifts
56.5,Male,109.32,1.66,188.04,165.68,66.09,1.3,1404,Strength,35,3.11,2.99,2,39.67,3,0.04,265.43,106.29,70.3,3037,Prove Rice,Dinner,Low-Carb,24.1,1877.77,215.43,235.96,Raw,19.45,51.25,3.6,-0.01,Seated Rows,3.99,24.13,Strengthens lower abs,370.78,"Quadriceps, Glutes",Parallel Bars or Chair,Intermediate,Back,Lower Chest,Face pulls
41.86,Female,48.52,1.5,173.09,131.38,63.1,1.15,1107.68,Cardio,23.55677791,1.49,2.98,2.04,21.56,2.99,-0.01,265.03,106.2,71.68,1385,Guess Soup,Lunch,Vegan,11.21,2375.83,159.07,221.9,Roasted,16.14,44.88,5.02,0.01,Seated Rows,4,19.99,Improves cardiovascular fitness,365.99,"Core, Obliques",Dumbbells,Advanced,Forearms,Lower,Plate pinch
33.31,Male,54.1,1.52,193.69,125.77,73.35,1.02,896.78,Cardio,28.20150566,2.28,2.01,1,23.42,2,0.03,242.73,95.8,64.83,1440,Law Stew,Snack,Paleo,5.26,1525.2,219.42,303.55,Fried,16.79,12.42,3.23,-0.01,Plyometric Push-ups,4.01,16.02,Improves shoulder health and posture,336.3,"Glutes, Hamstrings",Pull-up Bar,Intermediate,Chest,Lower Chest,Skull crushers
49.99,Male,70.48,1.55,160.16,142.41,58.03,0.73,883.3,HIIT,30.81687019,2.7,2.01,1,29.34,4.02,0,297.76,117.91,78.67,1921,Develop Wrap,Lunch,Paleo,40.1,842.92,83.35,198.19,Baked,55.11,79.62,3.92,0,Frog Jumps,4.99,24.14,Builds unilateral leg strength,339.67,"Glutes, Hamstrings, Core",Dumbbells,Intermediate,Forearms,Grip Strength,Triceps pushdowns
43.04,Male,40.19,1.74,187.09,142.5,50.83,1.5,1436.4,Cardio,18.61323217,2.2,3,1.97,13.27,1.98,-0.02,224.31,89.77,59.04,1096,Determine Salad,Lunch,Vegan,3.89,683.44,18.08,362.8,Steamed,36.17,112.46,4.01,0,Push Ups,4.98,18.93,Improves lower back strength,331.08,"Back, Hamstrings, Glutes",None or Dumbbell,Advanced,Abs,Triceps,Bicep Curls
26.11,Male,127.75,1.73,167.59,159.74,61.87,1.32,1162.66,Cardio,35,2.92,3.04,1.01,42.68,3,-0.03,294.93,118.43,78.58,3445,Next Pasta,Lunch,Low-Carb,4.13,2348,120.85,379.22,Steamed,47.05,29.77,2.52,1.01,Tricep Dips,3,9.97,Improves hip power and cardiovascular fitness,129.91,Lower Abs,"Bench, Barbell",Advanced,Chest,Wrist Extensors,Dumbbell front raises
41.11,Female,120.4,1.67,187.87,146.39,54.03,0.82,810.32,Strength,35,2.98,2.01,1,43.17,2.01,0.03,200.84,80.01,53.28,3139,According Rice,Lunch,Vegan,32.92,894.7,269.83,384.37,Raw,57.3,43.12,3.08,0,Scissors Kicks,2.99,15.03,Builds unilateral leg strength and balance,184.28,"Chest, Triceps",Dumbbells or Barbell,Beginner,Legs,Grip Strength,Preacher curls
33.1,Male,45.49,1.5,189.27,143.79,62.03,0.92,910.8,Strength,19.94861154,1.72,2.98,1,20.22,3.01,-0.01,283.43,112.85,75.43,1165,Argue Pasta,Breakfast,Keto,34.97,1470.65,75.75,238.93,Boiled,27.3,82.08,3.04,0,Decline Push-ups,4.99,21.13,Improves back strength and posture,337.01,"Back, Hamstrings, Glutes",None or Dumbbell,Intermediate,Shoulders,Lateral,Barbell curls
18,Female,126.93,1.67,172.09,152.89,59.75,1.46,1927.2,HIIT,35,2.19,2.97,2,45.51,3,-0.01,295.1,118.22,78.89,3238,Soldier Wrap,Snack,Vegetarian,11.12,1179.37,-1.85,502.55,Roasted,43.6,21.94,1.63,0,Tricep Extensions,4.99,24.07,Targets abdominal muscles,364.78,Triceps,None or Dumbbell,Beginner,Forearms,Lateral,Bent-over lateral raises
22.71,Female,43.34,1.62,196.24,121.85,58.1,0.59,520.14,Cardio,17.76034894,2.7,2.01,1.02,16.51,2.98,-0.01,260.48,103.52,69.7,1370,Lead Stew,Breakfast,Balanced,44.26,1435,153.63,340.85,Raw,14.69,20.38,2.99,-0.01,Tricep Extensions,4.02,23.91,Improves back strength and posture,347.59,"Biceps, Forearms",Cable Machine,Beginner,Legs,Upper,Dumbbell rows
18.18,Female,62.53,1.85,160.96,120.88,52.89,0.89,880.3,Strength,20.75101952,3,3.03,1,18.27,2.01,-0.01,269.8,108.05,72.11,1565,Animal Pasta,Lunch,Vegetarian,31.36,223.06,1.89,152.95,Fried,43.76,27.14,1.67,0,Frog Jumps,4,16.98,Builds unilateral leg strength,366.77,"Lower Chest, Triceps",Dumbbells,Advanced,Forearms,Lateral,Skull crushers
27.78,Male,79.59,1.59,181.1,130.32,53.82,1.5,1981.65,HIIT,32.74419722,1.48,3.03,2.01,31.48,2,0.01,208.85,83.81,56.29,2014,During Sandwich,Dinner,Vegan,17.52,143.09,179.97,287.89,Boiled,9.26,97.59,1.49,0,Glute Bridges,5.02,15.91,Advanced core exercise,358.55,"Upper Chest, Triceps",Cable Machine,Advanced,Back,Triceps,Plate pinch
20.21,Male,110.53,1.94,170,156.2,50,1.01,727.81,Yoga,33.44808594,3.3,3.99,2.01,29.37,3.03,-0.02,220.11,88.46,58.4,2994,Do Curry,Lunch,Paleo,25.84,763.49,291.12,374.81,Boiled,19.88,25.86,2.79,0,Dips,3.98,15.01,Improves lower back strength,339.4,"Shoulders, Upper Back",Kettlebell,Intermediate,Chest,Posterior,Military press
39.56,Male,72.44,1.6,172.83,129.72,67.36,0.87,862.08,Strength,27.12645308,1.92,3.02,1.01,28.3,4,0.02,181.32,71.32,48.07,2035,Art Rice,Lunch,Keto,43.21,749.52,128.11,423.46,Steamed,44.28,100.94,1.58,0,Bench Press,4.01,17.9,Isolates and strengthens triceps,357.54,"Shoulders, Upper Back",Wall,Beginner,Abs,Wrist Extensors,Decline dumbbell flyes
20.95,Female,66.32,1.61,161.24,152.26,74.12,1.32,1266.14,Cardio,24.1971412,2.1,2.99,1.99,25.59,3.01,-0.01,234,93.34,62.1,1635,Public Wrap,Lunch,Keto,38.49,1755.02,1.88,401.69,Steamed,14.71,105.61,3.29,0,Box Jumps,4.99,18.11,Combines lower body and upper body strength,349.18,"Lower Abs, Hip Flexors",Bench or Step,Advanced,Arms,Posterior,Dumbbell rows
43.87,Male,59.2,1.52,177.04,135.91,55.99,1.59,1654.87,Cardio,27.63274182,2.71,4.97,3.01,25.62,2.01,3.96,398.07,159.62,106.11,1818,Beyond Stew,Lunch,Vegan,31.81,2260.73,136.86,182.4,Fried,50.15,67.3,3.71,-0.01,Leg Raises,5.03,20.07,Strengthens triceps and chest,346.8,"Rear Deltoids, Upper Back",Kettlebell,Beginner,Legs,Lower Chest,Bent-over rows
22.29,Male,48.44,1.76,165.11,167.39,65.96,1.37,1480.83,Strength,21.50565989,2.2,3.99,2.01,15.64,3,0.01,310,123.73,82.84,1579,So Soup,Snack,Vegetarian,44.07,252,108.82,303.77,Grilled,20.82,77.53,2.76,0,Leg Press,4,20.99,Improves balance and leg strength,327.87,Lower Abs,Low Bar or TRX,Intermediate,Shoulders,Grip Strength,Lateral raises
58.78,Male,65.76,1.52,160.58,161.78,61.06,1.4,1006.32,Yoga,30.19559891,2.09,3,1.98,28.46,3,-0.01,201.93,80.64,53.86,1943,Piece Rice,Lunch,Paleo,13.16,856.97,268.64,503.48,Boiled,56.93,75.44,3.7,0,Dips,4.02,16.81,Combines lower body and upper body strength,331.14,Quadriceps,Cable Machine,Intermediate,Arms,Lats,Wrist curl
59.03,Male,87.27,1.77,193.95,122.69,59.92,1.13,1218.37,Strength,29.02096327,3.1,3,1.98,27.86,3,0,214.81,86.46,57.83,2510,Participant Soup,Snack,Keto,17.15,315.6,192.03,267.3,Roasted,10.66,46.78,3.19,0,Dead Bugs,4,24.04,Strengthens lower abs and hip flexors,356.89,"Quadriceps, Hamstrings, Glutes","Bench, Barbell",Advanced,Forearms,Triceps,Concentration curls
48.75,Female,105.34,1.64,197.85,155,58.9,1.2,1152.96,Cardio,35,3.1,3,2.01,39.17,3.02,-0.02,253.95,100.85,67.97,2633,Activity Sandwich,Dinner,Low-Carb,49.25,2282.86,16.52,353.04,Boiled,10.09,89.13,1.09,0,Bicycle Crunches,4.01,24.08,Builds shoulder width,365.32,"Core, Shoulders, Hips",Barbell,Beginner,Abs,Wrist Extensors,Seated calf raises
30.37,Female,121.14,1.96,171.11,136.37,64.89,0.67,441.4,Yoga,29.3384815,2.58,2.02,1,31.53,3.01,0.01,227.61,90.12,60.58,3176,Establish Wrap,Snack,Balanced,2.47,303.51,202.31,242.32,Steamed,46.92,86.52,2.83,0.01,Windshield Wipers,4,23.95,Improves flexibility,353.68,"Chest, Triceps, Shoulders",Cable Machine,Beginner,Abs,Upper,Leg press
30.88,Male,62.24,1.64,184.37,124.86,50.87,1.53,2189.58,HIIT,27.37617536,2.72,3.99,3.01,23.14,4.01,-0.01,266.65,106,70.53,1837,Believe Wrap,Dinner,Vegetarian,15.63,2426.18,232.62,471.24,Baked,24.79,25.84,1.59,0,Bicep Curls,4,24.92,Improves lower back strength,365.51,"Lower Chest, Triceps",Kettlebell,Beginner,Abs,Posterior,Incline cable crossovers
35.83,Female,58.89,1.75,178.07,128.34,58.1,0.99,653.4,Yoga,24.8385093,2.3,2.99,1,19.23,1.99,0.01,260.5,105.12,69.66,1597,Feel Soup,Lunch,Low-Carb,44.22,930.01,194.77,252.38,Raw,40.63,18.03,3.76,-0.01,Lunges,4,15.01,Strengthens shoulders,337.93,"Core, Obliques",Barbell,Intermediate,Forearms,Triceps,Barbell curls
56.73,Male,78.89,1.62,185.11,149.19,51.73,1,1318.9,HIIT,26.37462617,1.98,3.99,1.99,30.06,3.01,1.02,186.89,74.32,48.91,2275,Building Sandwich,Dinner,Paleo,34.32,1872.49,9.63,325.17,Fried,15.91,16.87,4.51,0,Turkish Get-ups,4.01,16.95,Strengthens lower abs and hip flexors,336.99,Full Core,Parallel Bars or Chair,Advanced,Back,Wrist Extensors,Barbell rows
31.85,Female,126.2,1.83,198.14,146.06,62.06,1.11,1198.8,Strength,35,2.1,2.99,2,37.68,2.98,-0.02,308.35,122.53,81.71,3310,Than Soup,Lunch,Paleo,45.14,124.31,182.49,288.71,Steamed,8.29,54.48,2.19,0.01,Bench Press,4.99,17.79,Full body workout,363.48,"Back, Core, Shoulders","Bench, Barbell",Intermediate,Arms,Middle,Pull-ups
33.07,Male,67.74,1.75,177.42,149.66,70.85,0.85,560.49,Yoga,25.55603473,1.7,1.97,1,22.12,1.99,0.01,202.79,80.87,54.21,1795,Foreign Stew,Breakfast,Vegetarian,2.27,2315.37,184.39,362.85,Raw,12.16,12.81,1.84,0.01,Reverse Lunges,4.98,14.84,Builds explosive power,368.69,"Biceps, Forearms",Dumbbells or Barbell,Intermediate,Back,Wrist Extensors,Crunches
22,Male,102.48,1.84,163.03,153.09,64.88,1.26,907.2,Yoga,29.67604904,2.7,2.99,2,30.27,3,0.01,228.37,92.29,61.58,2815,Eight Salad,Breakfast,Vegan,13.83,419.27,271.14,239.06,Roasted,34,79.39,3.08,0,Bicep Curls,4.01,21.01,Builds explosive upper body power,343.29,"Biceps, Forearms",Dumbbells or Barbell,Intermediate,Chest,Wrist Flexors,Seated cable rows
23.72,Female,67.61,1.56,176.9,137.89,65.6,1.42,1531.04,Strength,27.65325179,2.09,2.97,1.98,27.78,2,2,255.95,103.1,68.61,1873,Assume Sandwich,Breakfast,Paleo,23.57,1167.92,263.09,205.96,Raw,32.01,36.31,3.78,0,Reverse Lunges,3.99,15.05,Isolates and strengthens triceps,359.73,"Quadriceps, Hamstrings, Glutes",Cable Machine or Resistance Band,Intermediate,Legs,Grip Strength,Dumbbell rows
18.22,Male,69.88,1.62,173.22,167.91,71.1,1.3,1145.04,Cardio,27.75473393,2.51,2,1.01,26.63,3,0.01,208.25,83.79,55.42,1913,Soldier Wrap,Dinner,Vegan,40.8,1905.1,-0.75,489.43,Steamed,16.94,73.5,1.74,0.01,Rows,4.01,19.87,Improves lower back strength,330.1,"Core, Shoulders, Hips",Wall,Advanced,Forearms,Posterior,Hammer curl
58.94,Male,60,1.76,194.08,119.78,52.96,1.72,2013.95,Strength,19.36232334,2.7,5,3.01,19.37,2.98,0.02,201.17,80.62,54.27,1833,Suggest Soup,Dinner,Balanced,34.79,2092.17,128.09,449.71,Roasted,60.52,65.93,2.29,0,Calf Raises,5.01,15,Builds explosive upper body power,336.94,"Shoulders, Upper Back",None or Dumbbell,Beginner,Legs,Triceps,Decline dumbbell flyes
